"SIMMAP","BM1_AICc","BMS_AICc","OU1_AICc","OUM_AICc","OUMA_AICc","OUMV_AICc","OUMVA_AICc"
116,91.0001032305355,85.2328945236785,58.1318161892278,62.8923305229319,81.5821962905214,70.0786802038376,89.0711232294599
117,91.0001032305355,90.5820943104877,58.1318161892278,62.4775083802409,NA,65.974610592012,91.1428377678017
118,91.0001032305355,85.8224686633305,58.1318161892278,61.1716102192141,NA,63.7794162081844,NA
119,91.0001032305355,87.4434829509652,58.1318161892278,62.8504864706639,89.2086592123356,73.5877886396188,NA
120,91.0001032305355,89.0138445202148,58.1318161892278,63.7441893778629,78.1536637199235,74.0372118114531,NA
121,90.5072394425965,76.8420167964035,58.1357599419867,61.2273194149204,NA,78.6050288816288,NA
122,90.5072394425965,83.9930802126265,58.1357599419867,62.8385684685099,NA,69.4925473749377,NA
123,90.5072394425965,82.0259742190983,58.1357599419867,62.8823491510806,NA,68.766574582241,NA
124,90.5072394425965,81.7261146269409,58.1357599419867,59.7581520406126,NA,75.5427641060296,NA
125,90.5072394425965,84.1425018248578,58.1357599419867,62.8844169802387,79.413646975396,69.8244977635076,NA
126,90.5072394425965,84.1456409247942,58.1357599419867,63.3056069827365,NA,74.9905437532844,NA
127,90.5072394425965,81.902031163685,58.1357599419867,62.8693374347812,84.8211224752191,70.9064720596775,NA
128,90.5072394425965,83.5208055918818,58.1357599419867,62.8820739354096,NA,65.8610418537807,NA
129,90.5072394425965,85.7232741542731,58.1357599419867,62.6702493533943,80.7347838100494,78.7995241137866,NA
130,90.5072394425965,87.1697316765462,58.1357599419867,62.810502177868,NA,78.363378023426,NA
131,79.6457339562212,81.1172580362111,57.9820979053453,61.0892592279438,69.4617563155549,63.7087215476337,74.300807401639
132,79.6457339562212,71.186388051979,57.9820979053453,60.4736374872097,76.8241780300697,67.5452130140812,NA
133,79.6457339562212,72.1830005467449,57.9820979053453,62.7233374545091,NA,NA,NA
134,79.6457339562212,73.1233304168666,57.9820979053453,63.8243413984333,80.2396377889653,68.1574753272997,NA
135,79.6457339562212,73.2326342865953,57.9820979053453,62.3682978547154,70.0383877186879,70.2249248437265,NA
136,79.6457339562212,71.751139062316,57.9820979053453,62.6248258998138,NA,66.2748173908372,76.0517189372082
137,79.6457339562212,73.9828839854748,57.9820979053453,61.2868352702456,70.8203351791665,66.5806680819086,NA
138,79.6457339562212,76.1898753408537,57.9820979053453,63.2747041974369,NA,71.9076191886306,NA
139,79.6457339562212,78.9352315531229,57.9820979053453,62.368825281698,73.1942212933991,67.6322839861932,NA
140,79.6457339562212,69.5892856074938,57.9820979053453,62.64492000249,78.004203337951,NA,NA
141,82.0329108664607,76.8316464449873,NA,62.8806211398555,NA,68.9254251628211,NA
142,82.0329108664607,80.0022521363595,NA,62.8744224401689,NA,69.7349860060468,NA
143,82.0329108664607,74.509018241481,NA,62.7335832677981,71.3666598476827,73.7680694152974,NA
144,82.0329108664607,71.3156976198853,NA,61.8651589368645,NA,67.5048781230364,NA
145,82.0329108664607,81.0226805057499,NA,NA,78.2271173125531,68.8128860593506,NA
146,82.0329108664607,67.646008997737,NA,62.7688356382472,75.6004183705452,69.2449722604905,NA
147,82.0329108664607,69.5804694963159,NA,62.9216922389652,80.4766829026921,NA,NA
148,82.0329108664607,76.1988286892703,NA,61.1668461914522,73.6563800560037,67.5151224995096,NA
149,82.0329108664607,75.4536324871365,NA,62.461656407514,NA,69.3196664201427,NA
150,82.0329108664607,72.6216918630808,NA,62.840322855825,NA,NA,88.1757478971628
151,81.9488054787033,78.2221385226822,58.0817728561926,62.7465604993802,NA,67.0188567122325,NA
152,81.9488054787033,84.7845585030703,58.0817728561926,62.9937562465563,77.4722408443497,69.056638793527,NA
153,81.9488054787033,77.6032291571781,58.0817728561926,62.8981504877404,NA,NA,NA
154,81.9488054787033,77.3285635051796,58.0817728561926,62.1215844262462,80.6323171457587,67.1085633377918,NA
155,81.9488054787033,80.0318390814068,58.0817728561926,60.4373561666767,NA,69.8409087698986,NA
156,81.9488054787033,81.0129947933696,58.0817728561926,62.6159827347301,NA,68.5657234861629,NA
157,81.9488054787033,81.2683898862479,58.0817728561926,62.0641815513491,72.1584379399366,73.8425496635427,NA
158,81.9488054787033,79.8608954091276,58.0817728561926,62.822386697297,NA,68.7863086766918,NA
159,81.9488054787033,76.7158968061906,58.0817728561926,62.5749170196531,79.3905807267388,66.0789375779436,NA
160,81.9488054787033,79.3629878304781,58.0817728561926,62.6836754097405,75.4657177668979,70.2724759234847,NA
161,81.9348279063411,81.9388351385148,58.131661875462,60.3934272358498,NA,67.073828337701,NA
162,81.9348279063411,78.2910139043603,58.131661875462,62.5676854691405,74.1346345971501,67.4848668858463,NA
163,81.9348279063411,80.5877585028611,58.131661875462,62.9751913222064,71.354187393239,69.1362044975472,NA
164,81.9348279063411,80.7561957309996,58.131661875462,62.9302543339262,85.1353478193779,71.3041348301054,NA
165,81.9348279063411,71.9339205109953,58.131661875462,62.9674286597312,NA,70.050205123788,NA
166,81.9348279063411,74.9021598903851,58.131661875462,62.6093801722547,NA,68.2118453300417,NA
167,81.9348279063411,74.792532854024,58.131661875462,62.8898947841128,79.7540566361881,69.2418945971133,NA
168,81.9348279063411,78.2247530604027,58.131661875462,62.8805642222405,NA,68.6855516213706,NA
169,81.9348279063411,78.2885898670508,58.131661875462,62.8145594911426,75.5651723088348,65.9817725100435,NA
170,81.9348279063411,79.0990402618831,58.131661875462,62.6006110072588,NA,67.223793321006,NA
171,79.5272585081621,76.9292389869585,57.5154323342397,61.6870554809225,74.7746696307788,66.4812401918893,NA
172,79.5272585081621,76.7466589304652,57.5154323342397,62.0079712091684,74.1171000889505,72.1208165497092,NA
173,79.5272585081621,72.9593384713205,57.5154323342397,63.065583877441,78.9807546089455,68.2014767557742,NA
174,79.5272585081621,77.3242917434776,57.5154323342397,62.0484272938561,74.6529469870264,68.8342857401099,NA
175,79.5272585081621,78.6122702682256,57.5154323342397,61.7185522683477,70.4747919044396,70.7110584911861,79.8567849015007
176,79.5272585081621,75.6186178038554,57.5154323342397,62.4590687886188,NA,70.9731482619817,NA
177,79.5272585081621,72.5719733066546,57.5154323342397,61.1418513700315,79.3326539038673,65.5705354355359,NA
178,79.5272585081621,77.0226559267395,57.5154323342397,62.4605274208678,NA,64.7612208835337,NA
179,79.5272585081621,75.6717526796489,57.5154323342397,61.5972205654006,NA,65.4013105721237,NA
180,79.5272585081621,78.0489334569952,57.5154323342397,62.6472885458767,NA,68.5335146020937,NA
181,80.270544734042,74.0493005272735,58.1285365153188,62.8076760995221,72.2568440366322,69.2652511966273,NA
182,80.270544734042,78.4556633283921,58.1285365153188,62.881345170152,NA,68.5187451366303,NA
183,80.270544734042,74.7119253999494,58.1285365153188,62.8188246760145,NA,69.9534880474141,NA
184,80.270544734042,74.5337901897565,58.1285365153188,60.8380235999255,72.4077209864685,66.956458868777,NA
185,80.270544734042,77.9144280240593,58.1285365153188,62.8896808068541,NA,67.4399690999841,NA
186,80.270544734042,71.2693520204955,58.1285365153188,61.1077040452569,NA,66.6060469718888,NA
187,80.270544734042,78.7930703188167,58.1285365153188,62.4551418686246,66.3903589335982,67.6413286761412,NA
188,80.270544734042,75.4642467902173,58.1285365153188,63.0127015491357,NA,66.9539813317134,NA
189,80.270544734042,74.7533187900272,58.1285365153188,62.5806367125906,NA,66.9052177780722,NA
190,80.270544734042,71.1098739820612,58.1285365153188,62.6613758368023,67.9088093112913,64.7121760896251,NA
191,82.9292052353754,82.9090830760994,58.1239961221098,59.2682995384404,NA,62.3931601076086,76.7786272713137
192,82.9292052353754,78.921963403747,58.1239961221098,60.2730167266252,NA,68.703184948602,80.1497244032353
193,82.9292052353754,83.0529707926849,58.1239961221098,62.8976322996845,NA,66.6254344365426,NA
194,82.9292052353754,82.6610244724303,58.1239961221098,62.9314777975643,76.6041049728151,67.1681640627147,NA
195,82.9292052353754,83.049110053436,58.1239961221098,61.8748109696407,72.2902576684342,69.0180023024064,NA
196,82.9292052353754,84.145160482449,58.1239961221098,61.7081620974102,NA,68.4103674326403,NA
197,82.9292052353754,79.541553115623,58.1239961221098,62.35247623875,79.0824225399201,75.3547899353232,NA
198,82.9292052353754,81.1565504075292,58.1239961221098,62.046269835505,74.898233031663,66.8791113804544,NA
199,82.9292052353754,79.3936347145908,58.1239961221098,61.7132057606077,77.6998657334246,77.1707163875391,NA
200,82.9292052353754,76.8062471788145,58.1239961221098,62.5075349817361,77.7539251393744,68.9757002067648,82.8840912966235
201,84.3727237611005,79.3201884287776,58.1341436066292,62.4638890320569,NA,69.2769292467423,NA
202,84.3727237611005,79.4674870553482,58.1341436066292,62.5636490660778,NA,67.9229680399882,NA
203,84.3727237611005,84.7703554898434,58.1341436066292,61.9622507882479,NA,63.957727022015,NA
204,84.3727237611005,80.3305801216319,58.1341436066292,62.1668601648912,NA,69.2465488457674,NA
205,84.3727237611005,76.4700171727168,58.1341436066292,62.118644170194,NA,63.2046696492317,NA
206,84.3727237611005,72.4738031395834,58.1341436066292,63.4465561604934,NA,67.6050715026694,NA
207,84.3727237611005,81.1943655477629,58.1341436066292,62.1292654282286,NA,68.88736602193,NA
208,84.3727237611005,78.8001172829954,58.1341436066292,61.1809569226196,70.4114457925388,67.0693517682745,NA
209,84.3727237611005,86.6342211621597,58.1341436066292,62.8419725210585,NA,72.0126714204613,NA
210,84.3727237611005,79.1789591891228,58.1341436066292,62.8355276127055,80.2723077503053,71.3542179829363,NA
211,99.4468014232022,97.1662096805891,58.2634602413427,62.9147607883204,NA,67.9508403884848,NA
212,99.4468014232022,96.5922986636621,58.2634602413427,62.6993952009724,NA,68.3367538665182,NA
213,99.4468014232022,94.993711501221,58.2634602413427,62.9970959348569,NA,70.9350873672626,NA
214,99.4468014232022,93.962394077833,58.2634602413427,63.006652697586,NA,70.2523622113903,NA
215,99.4468014232022,87.7883824553756,58.2634602413427,63.0094476703781,NA,82.2629171139275,NA
216,99.4468014232022,98.0218824447734,58.2634602413427,62.9995539579465,NA,69.1772617239736,NA
217,99.4468014232022,92.4447817184643,58.2634602413427,65.3806683097201,NA,74.3234002840005,NA
218,99.4468014232022,96.0107839621116,58.2634602413427,63.0931161264813,NA,69.8740947880322,NA
219,99.4468014232022,93.9406759733327,58.2634602413427,62.9001565497559,NA,76.2794118375416,NA
220,99.4468014232022,95.8226476358029,58.2634602413427,62.9135460855833,NA,73.9719269893415,93.0358131461084
221,87.5555504086497,78.6393515450105,58.1339043085579,62.845762978936,75.0347762034058,68.894582973407,NA
222,87.5555504086497,86.4885087697868,58.1339043085579,62.0045514112508,NA,77.7301033553146,NA
223,87.5555504086497,85.2016305529391,58.1339043085579,64.0304970405195,NA,70.5274705801717,NA
224,87.5555504086497,78.3794637239891,58.1339043085579,61.9595624039769,NA,67.7685142382225,NA
225,87.5555504086497,81.1031397271905,58.1339043085579,62.9059535552826,75.7936782501856,68.7148062874939,NA
226,87.5555504086497,75.3166393126981,58.1339043085579,60.5165243447489,78.4653159414867,69.7504180185252,NA
227,87.5555504086497,76.556637986502,58.1339043085579,62.8704510372321,NA,70.9778050522136,74.6747608668065
228,87.5555504086497,86.2260594796398,58.1339043085579,62.3298304301213,NA,64.6948780329915,NA
229,87.5555504086497,88.0628478248198,58.1339043085579,63.1585243263936,NA,70.8046551552464,NA
230,87.5555504086497,87.3120998715659,58.1339043085579,62.8900499871569,84.8981127092495,NA,NA
231,81.2859321430296,79.4728720564122,57.8071231631227,62.1899975823382,80.172852565341,70.2436193709111,82.7595525177941
232,81.2859321430296,79.3305563214321,57.8071231631227,62.6423966069798,76.6410355938864,70.0664471978075,NA
233,81.2859321430296,75.5200891747422,57.8071231631227,59.2585811557669,NA,63.4405166835135,NA
234,81.2859321430296,80.6257461770431,57.8071231631227,62.1945845894675,75.4415837377794,68.3946145846565,NA
235,81.2859321430296,79.9615700032521,57.8071231631227,62.9380247180316,78.5590650898382,68.1187824530792,79.4537247491961
236,81.2859321430296,81.6949798257813,57.8071231631227,62.8797911662544,75.4862891436544,69.9979868463804,85.5638587031126
237,81.2859321430296,83.7666745501301,57.8071231631227,62.8452291911822,74.7311901681371,78.3685754062102,NA
238,81.2859321430296,78.0633534553877,57.8071231631227,62.6072654625563,NA,66.0035904126431,NA
239,81.2859321430296,73.0075704764573,57.8071231631227,62.0356795929817,75.6751801574833,66.8698566685846,NA
240,81.2859321430296,71.8069140153477,57.8071231631227,62.9018880645347,NA,67.9934456756907,NA
241,77.6169597256011,78.4837606822678,58.0122937743489,64.2946172044845,NA,64.8683815514631,NA
242,77.6169597256011,77.2278345891775,58.0122937743489,61.9502362308767,NA,65.2748442104812,NA
243,77.6169597256011,78.3713459823376,58.0122937743489,62.0200363867391,NA,66.9415990710551,78.1376873789132
244,77.6169597256011,76.9162091034426,58.0122937743489,62.3084535027661,70.8573524260439,70.9831392814807,80.755092120213
245,77.6169597256011,78.7943360263366,58.0122937743489,62.8538189142191,NA,68.8698141745841,NA
246,77.6169597256011,77.9492696879328,58.0122937743489,64.6275934168033,NA,68.3192694849559,NA
247,77.6169597256011,76.3279944894003,58.0122937743489,63.2898195795839,NA,67.8220577415996,NA
248,77.6169597256011,81.584904961804,58.0122937743489,62.1986620152219,NA,64.7594689473574,NA
249,77.6169597256011,75.5814322661815,58.0122937743489,59.802913627997,76.2697388611726,67.0427282263099,NA
250,77.6169597256011,78.0222029023282,58.0122937743489,63.00647314599,NA,71.6948478498243,NA
251,85.5879301228851,86.891344707596,58.1338675129672,62.0696670950373,NA,68.4020912982378,83.8516587413699
252,85.5879301228851,80.6994815572998,58.1338675129672,62.8991103697467,79.9727605990484,69.3686878340584,91.353804323344
253,85.5879301228851,77.7919887615543,58.1338675129672,62.8805894722968,84.862651850035,68.404400883853,NA
254,85.5879301228851,84.1569249614675,58.1338675129672,62.8592114971308,NA,67.0312564053548,NA
255,85.5879301228851,75.6092183882269,58.1338675129672,62.9264359040453,82.0641056707394,69.3149299522175,NA
256,85.5879301228851,77.7173763627074,58.1338675129672,62.8805921727161,NA,68.7207629397254,NA
257,85.5879301228851,83.2252324778995,58.1338675129672,62.6086767276222,72.8657410574364,72.3921852292022,NA
258,85.5879301228851,85.2125135893837,58.1338675129672,63.2217642816958,73.0321196422491,71.3147584326165,NA
259,85.5879301228851,83.3104001475891,58.1338675129672,61.9633570641821,NA,67.0922057374104,NA
260,85.5879301228851,82.1039478514583,58.1338675129672,62.5946220214119,76.5870190363213,72.1382665981925,NA
261,70.6447396627421,74.6644503581872,57.0763896782799,61.1702947476993,69.100577808915,62.174709842816,NA
262,70.6447396627421,75.0322011064257,57.0763896782799,58.4360854505679,NA,60.3171231468223,NA
263,70.6447396627421,73.7234101646937,57.0763896782799,62.432787820507,75.7893039773364,70.3925163274326,NA
264,70.6447396627421,75.7835088692081,57.0763896782799,62.1793647054999,NA,69.1870159848602,NA
265,70.6447396627421,75.2053997299311,57.0763896782799,61.1215572335619,68.4985620167364,68.4988771195387,NA
266,70.6447396627421,74.2460962912606,57.0763896782799,63.1430851682855,NA,69.069021401585,NA
267,70.6447396627421,75.1729940820562,57.0763896782799,61.0573389044557,NA,64.9722194354993,NA
268,70.6447396627421,76.1056953855257,57.0763896782799,58.3213369614728,NA,63.6580541028375,NA
269,70.6447396627421,75.0806712178248,57.0763896782799,61.660348256063,NA,68.8588101561765,84.8358363820335
270,70.6447396627421,73.5684642387643,57.0763896782799,60.4045155594587,NA,61.5009904802643,NA
271,95.597145717543,87.2667643980321,58.1373496854104,62.8826739851493,NA,63.6697184016579,NA
272,95.597145717543,84.9402012124843,58.1373496854104,62.8629740607153,NA,69.5671361624677,NA
273,95.597145717543,88.8221737995012,58.1373496854104,62.3126057909714,NA,71.0542507805519,NA
274,95.597145717543,82.8605958768079,58.1373496854104,62.5124772208337,NA,68.6816215124568,NA
275,95.597145717543,82.1505317266452,58.1373496854104,62.8820831969914,NA,68.7419195808086,NA
276,95.597145717543,82.1088811073117,58.1373496854104,62.8771595156102,NA,69.6276583356999,NA
277,95.597145717543,86.6051814699931,58.1373496854104,62.8744875801052,NA,68.1159326989516,NA
278,95.597145717543,83.987610367006,58.1373496854104,61.9235041603314,NA,67.7626394216335,NA
279,95.597145717543,85.4213209172366,58.1373496854104,62.7023461223877,84.9223572853272,68.1754749199816,89.1910281503784
280,95.597145717543,84.8222074055072,58.1373496854104,60.4110485262983,77.586569284454,NA,NA
