"","WN_DAICc","BM1_DAICc","BMS_DAICc","OU1_DAICc","OUM_DAICc","OUMA_DAICc","OUMV_DAICc","OUMVA_DAICc"
"1",0,31.0393719204588,25.5869016188647,2.3331291174638,7.0800184732028,17.5171368705147,13.5195418668492,NA
"2",0,31.0393719204588,32.9255734738824,2.3331291174638,5.6240824912462,NA,16.8248356092047,NA
"3",0,31.0393719204588,26.0794593800072,2.3331291174638,7.083186709219,NA,10.5621658190667,NA
"4",0,31.0393719204588,23.7464170131713,2.3331291174638,6.4813574010947,NA,6.6418536396039,NA
"5",0,31.0393719204588,26.6434767355351,2.3331291174638,7.0800258683681,16.7790201904335,14.3016380863814,NA
"6",0,31.0393719204588,24.8414240050132,2.3331291174638,7.0387763964477,NA,12.7747484992242,NA
"7",0,31.0393719204588,28.4712687870242,2.3331291174638,7.0365975597741,24.276641531216,19.4710868941646,NA
"8",0,31.0393719204588,24.427424366193,2.3331291174638,7.0821334030273,NA,14.4427697099733,NA
"9",0,31.0393719204588,28.5631130148306,2.3331291174638,7.0800130662185,NA,NA,NA
"10",0,31.0393719204588,19.4072321631127,2.3331291174638,7.1039455287234,24.9371468831723,13.5398332086101,NA
"11",0,23.0666427616762,13.1161038331065,2.332942620731,7.0807125886532,22.0944397293737,15.1050772025245,NA
"12",0,23.0666427616762,22.8598488645495,2.332942620731,7.1083503395569,NA,17.0870402989104,NA
"13",0,23.0666427616762,19.3059637822922,2.332942620731,7.0795831922318,19.9587766691418,11.8888906958189,NA
"14",0,23.0666427616762,22.5371008729202,2.332942620731,8.21562573903329,NA,14.9724192806978,NA
"15",0,23.0666427616762,19.7706979196227,2.332942620731,6.4318815613149,16.448494844741,12.0119412504104,NA
"16",0,23.0666427616762,20.2350672970256,2.332942620731,7.0921351513222,20.4317957365384,13.9268515358073,NA
"17",0,23.0666427616762,23.8060991952067,2.332942620731,7.8816772006538,NA,15.6723555363255,NA
"18",0,23.0666427616762,23.3031344611447,2.332942620731,4.2530391274451,NA,13.407415184548,NA
"19",0,23.0666427616762,21.2310641279499,2.332942620731,7.0588334234792,NA,13.6639989337457,NA
"20",0,23.0666427616762,21.2035581439559,2.332942620731,5.1772236841678,NA,10.7836249320542,NA
"21",0,23.3141637105614,16.5314390128073,NA,6.999014323789,NA,12.4684554280719,24.0473611447204
"22",0,23.3141637105614,23.6785540830547,NA,6.0877699955969,NA,13.1302731820693,18.4690842141109
"23",0,23.3141637105614,17.413883622142,NA,6.947868189744,NA,11.3684517314424,NA
"24",0,23.3141637105614,16.9482417731743,NA,6.5986718096139,NA,17.555080599609,NA
"25",0,23.3141637105614,12.2326486317714,NA,6.7453203952539,19.9951205982928,10.2808673702113,NA
"26",0,23.3141637105614,16.5928350515987,NA,7.0791751558304,22.4079468573622,16.3720852966768,NA
"27",0,23.3141637105614,16.4979560169946,NA,5.6132787523635,NA,11.6278520912686,NA
"28",0,23.3141637105614,18.8284993294152,NA,6.5887718030176,NA,12.7703265107802,NA
"29",0,23.3141637105614,11.8180410818338,NA,7.0745329152964,18.9702645213349,NA,NA
"30",0,23.3141637105614,23.2903823882002,NA,5.7994205862533,NA,12.0973745894947,NA
"31",0,36.1236740234315,24.4371571352715,NA,6.4444865808497,19.512928940003,13.2175427883822,NA
"32",0,36.1236740234315,20.8440058567569,NA,4.922829432309,NA,19.1947585085672,NA
"33",0,36.1236740234315,27.8152289255459,NA,7.0808759732766,NA,12.9947400300415,NA
"34",0,36.1236740234315,32.5929877044684,NA,7.0863064936847,NA,12.4276005253151,NA
"35",0,36.1236740234315,27.9705108789048,NA,7.6064730848646,NA,13.4061123833408,NA
"36",0,36.1236740234315,25.1116689258282,NA,7.0795903101274,15.4537763854065,13.9253263461353,NA
"37",0,36.1236740234315,31.8682323394582,NA,6.8337510969855,NA,12.5517882754248,NA
"38",0,36.1236740234315,27.3487961965639,NA,6.303626443517,20.9084186804349,21.1361645774508,NA
"39",0,36.1236740234315,28.8340133964143,NA,6.559728883816,NA,13.1720889970575,NA
"40",0,36.1236740234315,31.4924086708424,NA,7.0881990647544,20.0621751308597,14.2409789310577,30.9150098848781
"41",0,31.5255137192789,25.0369252936242,2.2491611437445,6.9748679885319,19.7390316645774,12.8556116741939,NA
"42",0,31.5255137192789,23.4050562600349,2.2491611437445,6.9695554409932,NA,21.568031138737,NA
