"","Chamaecrista_anceps","Chamaecrista_aristata","Chamaecrista_arrojadoana","Chamaecrista_blanchetii","Chamaecrista_brachystachya","Chamaecrista_burchelli","Chamaecrista_calycioides","Chamaecrista_cardiostegia","Chamaecrista_choriophylla","Chamaecrista_cinerascens","Chamaecrista_confertiformis","Chamaecrista_decora","Chamaecrista_depauperata","Chamaecrista_desvauxii_var_desvauxii","Chamaecrista_desvauxii_var_langsdorffii","Chamaecrista_desvauxii_var_latistipula","Chamaecrista_desvauxii_var_mollissima","Chamaecrista_diphylla","Chamaecrista_distichoclada","Chamaecrista_flexuosa_var_flexuosa","Chamaecrista_lagotois","Chamaecrista_latifolia","Chamaecrista_mucronata","Chamaecrista_nictitans_subsp_brachypoda","Chamaecrista_olesiphylla","Chamaecrista_pascuorum","Chamaecrista_pilosa_var_luxurians","Chamaecrista_potentilla","Chamaecrista_repens_var_multijuga","Chamaecrista_roraimae","Chamaecrista_rossicorum","Chamaecrista_rotundata_var_interstes","Chamaecrista_rotundata_var_rotundata","Chamaecrista_rotundifolia_var_grandiflora","Chamaecrista_simplifacta","Chamaecrista_supplex","Chamaecrista_swainsonii","Chamaecrista_tragacanthoides_var_rasa","Chamaecrista_tragacanthoides_var_tragacanthoides","Chamaecrista_ulmea","Chamaecrista_venulosa"
"Chamaecrista_lagotois",0.896403694580075,0.941482358891971,0.9416568607496,0.951803642276785,0.963078491963743,0.8789354407584,0.638704988116536,0.976866950724036,0.959311079495408,0.856419608996334,0.962853058663145,0.986247179486174,0.808188048441189,0.955108232636072,0.964640377084217,0.949621302107335,0.959107174044002,0.915171832891687,0.654557990768979,0.956845132575349,NA,0.665202535921256,0.492090238747463,0.675626863703652,0.760866216463217,0.783302373019545,0.657555536407999,0.830966949553089,0.796386370853316,0.741410773119784,0.798558234450554,0.781523636525277,0.756035972822826,0.837403271234901,0.760767674609157,0.468777691327749,0.827964579353995,0.789743443265961,0.819388314884509,0.771805366780534,0.739852342768767
"Chamaecrista_latifolia",0.940893648639582,0.771151837924417,0.978288733753306,0.95586119345941,0.914805260464899,0.613343753910808,0.430905354362411,0.911200975704053,0.949261439740692,0.992234373521167,0.965070216094498,0.892367917051135,0.939344381157133,0.829384164503226,0.875309358535092,0.921774734320681,0.909742107237062,0.856149316844705,0.679176279040522,0.845262620641821,0.881249702586546,NA,0.707908807884726,0.369173623253836,0.798718246928003,0.528785164697681,0.401671189894306,0.676058358203146,0.501007057802249,0.453706615576361,0.735945580768463,0.870153072218209,0.770539440387819,0.706989009535692,0.443737770435992,0.265007114017103,0.566582062020225,0.482214124175552,0.631250831849801,0.567268382347806,0.766387622432111
"Chamaecrista_mucronata",0.909088094042652,0.630097315547078,0.894836662241708,0.891695891637419,0.843803750190452,0.518871907803784,0.378965300204755,0.827364526227627,0.881703441505882,0.955875534408767,0.847233097166923,0.775670650347506,0.970861870513144,0.757760367195828,0.815025434556458,0.884621789160186,0.852711814001313,0.815478955780159,0.740566523117673,0.774002572946555,0.742291212949802,0.923634429821621,NA,0.279780264034903,0.551387913995436,0.430783369168676,0.316451632349483,0.462906603215445,0.394015886405207,0.365668529439497,0.511967376387613,0.632345978755102,0.533815266682582,0.575748436670982,0.307577230175355,0.210331814165824,0.435332236728205,0.371036076112457,0.435789649811751,0.425553135485878,0.722962258250668
"Chamaecrista_nictitans_subsp_brachypoda",0.761621087461497,0.929196351448583,0.790233497891747,0.845520977305658,0.904004298289012,0.986315481670806,0.811628196473246,0.910020151159333,0.849946645019664,0.66263336130991,0.812072864490058,0.917591963147154,0.683675791850124,0.963143876856618,0.932078787259189,0.881229880181074,0.907450897204488,0.898086320023671,0.572594829165723,0.953053525258435,0.91135989197568,0.672924016331986,0.582947556426039,NA,0.440579031236754,0.738575578587839,0.739667960060299,0.543130257533666,0.77058976576993,0.878690380385026,0.48524686654159,0.472810517006798,0.43837257934493,0.612699768048573,0.746981228296488,0.581399094812009,0.694482341784283,0.802153504199339,0.565824471465903,0.6022202719053,0.526803574466405
"Chamaecrista_olesiphylla",0.933640822666192,0.875298218552141,0.970339847708129,0.959649549770441,0.934508719180296,0.708655705819486,0.514337836414596,0.944652297540211,0.958348147771786,0.934700999618711,0.984833264983451,0.953446734018393,0.854086419176185,0.879764572518297,0.911467319637311,0.92893335161282,0.9250883366712,0.886585092102326,0.678233684086646,0.893153726285211,0.950907670708801,0.961580235291744,0.821660893985604,0.76749035816523,NA,0.580613367528646,0.460528085056494,0.857665869945962,0.573105709757877,0.518161267468513,0.920010975783879,0.870718541429856,0.957289581806918,0.736263009887795,0.570738447139352,0.30457871451186,0.65281837624648,0.568875612873829,0.806257261753293,0.695794737049916,0.700881083839178
"Chamaecrista_pascuorum",0.839210801803141,0.900448972459284,0.873917542062568,0.920670821792704,0.95355243177735,0.896340213149905,0.876185885211828,0.932902711871748,0.897636745596078,0.784167965147243,0.876166081312871,0.936307866162519,0.8067564511477,0.986133931368323,0.939036148745275,0.926547357892942,0.946055244170807,0.982268441791655,0.621471633223491,0.986011146592831,0.911404708341189,0.787255772677399,0.720111226150987,0.943216360032369,0.839263727013788,NA,0.849534051705512,0.650812742975404,0.951489154127775,0.856499228328422,0.610399669859323,0.628872952246977,0.574999715944553,0.796718003550588,0.686120026406213,0.652397231413075,0.904872372125837,0.769121469743997,0.657394399415934,0.689415144321049,0.68539445677496
"Chamaecrista_pilosa_var_luxurians",0.726641122564568,0.855507378216759,0.765693768335147,0.825312378140108,0.875985756029967,0.881785946665595,0.953864723186665,0.848239458233558,0.794063769424004,0.65180740222432,0.773555603009266,0.862118851619282,0.687823784885311,0.939450953379951,0.860640747413028,0.833996828975928,0.864085148978089,0.935583552617275,0.532501682887896,0.936460458591564,0.833160540107278,0.657035076250498,0.583401650407167,0.926777556170808,0.733200233424071,0.978542769232662,NA,0.537250961893259,0.8449260540945,0.810235818855997,0.49242785111007,0.498024364548409,0.455802819870302,0.657882030045025,0.623875504637933,0.800844157178495,0.786206323399548,0.68655663801391,0.551675708434356,0.57583392053022,0.550565590419436
"Chamaecrista_potentilla",0.910511607702423,0.938608696640647,0.938190882892232,0.944645826181836,0.938968659538129,0.789730721443384,0.576748663912904,0.959272114701885,0.952927070819225,0.872283187752001,0.969134456876456,0.978572534524486,0.793975934922045,0.912200854713067,0.937638614199977,0.929459265644818,0.933018724016739,0.897497346325173,0.670412248532919,0.920917041894762,0.97539099087796,0.905193274298017,0.746542317288466,0.843208343477089,0.982117225449865,0.870194886860551,0.783481941543847,NA,0.664348095169194,0.60454478035754,0.920358895935966,0.792489496464683,0.869451781650825,0.761851957117917,0.69811941323425,0.365696954011023,0.74022974529429,0.676924148133773,0.927862522674592,0.813877556723682,0.695709874637293
"Chamaecrista_repens_var_multijuga",0.82629093625335,0.920808642385803,0.859899393458738,0.908802435846215,0.946046408805378,0.912898851956618,0.878559620987789,0.930678944976826,0.888654991602894,0.757984789844253,0.87125035834242,0.941303851757963,0.771347886686488,0.985294607942567,0.937509482225209,0.916014377901441,0.937827046323286,0.973780011311212,0.613393255192281,0.984431998472509,0.918821890154497,0.767170614124172,0.680750164475819,0.956668081663104,0.838195695740933,0.996782840166032,0.980792524644725,0.87996101174827,NA,0.877119973279659,0.612439177983777,0.607715013434429,0.569903006032191,0.776658437483017,0.728337063564753,0.647367271042026,0.916662855442396,0.801915139809598,0.677147538008416,0.703089033975673,0.661030287974123
"Chamaecrista_roraimae",0.805577589108788,0.919108649983137,0.851293023216949,0.89660252487663,0.94344047016062,0.958658595668132,0.847593388414585,0.934189712548265,0.886247228096428,0.737522347626685,0.86053521498355,0.939160024083062,0.757701809388989,0.987358067047076,0.945019917536592,0.914425841677166,0.939215713600165,0.946202712461338,0.588048022035486,0.981386472935421,0.930682009535375,0.745215075953784,0.658399455338893,0.984889542823572,0.818462248194472,0.982428832456817,0.960861974590805,0.869158929608459,0.987040612698419,NA,0.5548517559579,0.554615521862728,0.514642841773292,0.715279536710003,0.713929764819638,0.614947235121865,0.80065193181605,0.804941672972633,0.617696065832153,0.650450430481328,0.60871459330864
"Chamaecrista_rossicorum",0.921899751761619,0.909107992722314,0.953615256077188,0.950855006450622,0.934112781136503,0.744969741775199,0.542302360891934,0.950319739558286,0.953719782569262,0.902883543989283,0.978261528164102,0.966074915976542,0.819593152478043,0.892833989928123,0.921956074927822,0.926354232619182,0.926238966619596,0.889555591925262,0.674403829545447,0.90437388177228,0.963310265485269,0.934566491401036,0.78025161453287,0.801633111095713,0.993886714993013,0.851674772483322,0.755613719615952,0.99283095288588,0.856813908991193,0.840267431254278,NA,0.836131030392574,0.936270338989375,0.751642713527534,0.636521442685025,0.329205379645354,0.692111286953538,0.618776618003026,0.879581900672141,0.758439592764832,0.702764252499394
"Chamaecrista_rotundata_var_interstes",0.952166559893731,0.860935863976377,0.993818668888071,0.985289207253403,0.963509654045384,0.735144195603257,0.530552653041105,0.964940775487592,0.982486554946938,0.970471178660484,0.992292251023102,0.956416460506055,0.921682116971909,0.905500587473615,0.937642916245115,0.962386192972261,0.958714021592377,0.909330849735339,0.687746013572841,0.916624430564612,0.950414867233963,0.982190127257133,0.884572306931951,0.787357578979636,0.984679592455513,0.86298124718414,0.749902678201222,0.957310247928841,0.852394272190791,0.842021478104869,0.971643918316253,NA,0.839211037104615,0.808661130286272,0.565307021333885,0.33924166429499,0.678492386259391,0.595222420533306,0.752293936678076,0.68821657571868,0.80908334229028
"Chamaecrista_rotundata_var_rotundata",0.931453058787063,0.879255612523284,0.961835190058347,0.953125128834192,0.928294542586417,0.70306701916648,0.512282536403893,0.940559108454931,0.953412935577679,0.925479912546029,0.978849640951412,0.951961323022605,0.841627207949814,0.874753398447016,0.907879605201109,0.923289332299532,0.919128246625653,0.883370405202937,0.681559399865753,0.888678971774134,0.946974752783153,0.95352551220641,0.811149985051863,0.764919931491701,0.998435662027983,0.834559994169463,0.730434569300495,0.983674796904502,0.835160124418096,0.813344030743612,0.995730644528289,0.978139320289033,NA,0.72662212760568,0.577415996016662,0.298825595138917,0.64984358459891,0.568120814272195,0.822478093896208,0.706415798119684,0.685213468094434
"Chamaecrista_rotundifolia_var_grandiflora",0.93394792776053,0.89775235685095,0.955307201375148,0.984048877630982,0.988052865917593,0.831187442080835,0.746554100549118,0.973910143401667,0.966518786340854,0.905276324715195,0.950616003803604,0.966807596035475,0.906267803728105,0.978473351216626,0.969047796652548,0.980337316958427,0.983687871145821,0.992424308744592,0.708587975283146,0.985212388893125,0.941608018117768,0.905262494675955,0.851505048519893,0.88799221184525,0.924512131242527,0.970186809883523,0.903581743929952,0.924381547177163,0.959932794962938,0.939412372389944,0.922168758706794,0.949647750469841,0.919044749934778,NA,0.657018107315285,0.484946313994385,0.845592050688904,0.716981707671755,0.75252533468799,0.740270744326418,0.831664156340815
